ENCODED_MCT,dtw_cluster,HPSN_MCT_ZCD_NM
7F155740AA,2,카페
7F2B4924B4,3,축산물
7F5C64F29B,1,식료품
7F5F0D0F33,0,커피전문점
7FB3EF9274,2,일식당
7FBBD87F5E,2,한식-육류/고기
7FC37F0D91,2,아이스크림/빙수
7FC483F27A,3,식료품
7FCF23E6F3,3,아이스크림/빙수
7FD59667F6,0,백반/가정식
80012F987D,2,카페
801E357409,0,식료품
802DF1F491,3,피자
80498D20B0,0,한식-단품요리일반
80652DABB6,1,떡/한과 제조
80839BC327,2,와인바
80847B8A08,3,농산물
808E997108,3,카페
80920DEE31,3,카페
8098CCE4CA,1,축산물
809AD8FA0F,2,치킨
809BEAA13A,2,카페
80B55AD69E,2,분식
80D43FAFB4,0,중식당
80DB1CE0EE,1,와인바
80DB3D6336,2,피자
80E637212D,0,커피전문점
80EC87C6D8,2,식료품
80F02261CF,1,요리주점
81109044D7,1,한식-단품요리일반
81135EEC23,2,한식-찌개/전골
81159E8CD8,3,축산물
811AC91E1F,2,분식
811C8862F1,2,한식-단품요리일반
812202E747,3,한식-육류/고기
8123742D88,0,축산물
812F84AF3D,3,피자
81502BD7CA,3,아이스크림/빙수
8150B24EAD,0,일식당
81591BC56A,1,식료품
816261F28B,1,아이스크림/빙수
816828B7F6,2,한식-국밥/설렁탕
8177FA0EF1,2,카페
81789768D6,1,중식당
8187702080,1,베이커리
81920AB1D5,2,베이커리
8194D2104C,0,청과물
819DFB541A,1,식료품
81A9553F88,2,카페
81C425F47D,3,카페
81C55F8941,1,축산물
81C9699D0D,2,동남아/인도음식
81E3DAF03B,1,한식-단품요리일반
81F1EA7323,1,한식-국밥/설렁탕
81FB160AA4,2,미곡상
82090124F0,1,카페
820A26A28C,2,한식-육류/고기
821200D58F,3,일식당
8219FA9E99,2,한식-국수/만두
8221C4D066,1,한식-국수/만두
8234005757,1,담배
82383253D7,1,피자
823EAE1BFC,1,축산물
825BEADB27,2,일식당
825CCFE2CE,1,축산물
827A8265A3,0,분식
82917C822C,0,한식-단품요리일반
82951B7A54,1,양식
82AE38978E,3,일식당
82B3D8ED9E,0,호프/맥주
82D491E6AB,3,커피전문점
82E38303DD,3,양식
82E74E7BC1,1,백반/가정식
82F292A867,3,식료품
82FE8B6C05,1,한식-육류/고기
830D91CD85,1,치킨
831DD29FAB,1,카페
832EC92421,1,치킨
8334F2D489,3,샌드위치/토스트
833D6DB650,0,한식-단품요리일반
83452EE395,1,요리주점
837F9F44DC,1,아이스크림/빙수
838461E308,0,백반/가정식
83900DDFE0,1,축산물
83A0FDAFA7,2,축산물
8425C2D133,0,한식-육류/고기
842D25724F,2,커피전문점
84407A0DDB,0,분식
844744615F,1,백반/가정식
844C36220E,1,한식-육류/고기
844FB79595,2,축산물
8452B8C46E,0,농산물
8453597178,2,피자
84590CFA26,3,아이스크림/빙수
84645AB900,1,양식
84768B892E,1,이자카야
848399AA13,3,한식-육류/고기
84840BD483,3,한식-육류/고기
84C2CF5A0F,1,축산물
84C49C7222,1,한식-육류/고기
84C667217B,2,한식-해물/생선
85042E07C2,2,중식당
85265A7A7A,2,한식-육류/고기
8532370698,1,포장마차
8532D4C362,3,카페
85630A8BAA,1,축산물
856F0FE484,2,한식-국수/만두
857B7267B0,0,베이커리
8580604818,0,분식
85A3A72B48,2,한식-육류/고기
85AE872C0E,2,식료품
85B1514422,1,축산물
85C6B72386,0,커피전문점
85D8F9D9BB,2,백반/가정식
86129404BB,0,커피전문점
86167864F2,2,일식당
86263312C9,3,샌드위치/토스트
862A6A9582,2,한식-단품요리일반
863104F16A,3,한식-육류/고기
8634C80463,0,룸살롱/단란주점
8640E83EC0,2,축산물
864DADCA45,2,백반/가정식
867564A1CD,3,백반/가정식
868FFBF701,2,일식당
869B2C170B,3,일반 유흥주점
869C372EFC,1,카페
86B7149C4A,2,분식
86C00477EB,2,룸살롱/단란주점
86D0C43DB4,1,농산물
86D332A825,0,샌드위치/토스트
86D853E501,1,식료품
86D8C44904,1,양식
86DFE48F6F,1,일식당
86EC52846C,1,동남아/인도음식
870775BC01,0,한식-육류/고기
8710E5DDEE,0,포장마차
8722E9522F,3,일식-덮밥/돈가스
8749D150F3,1,한식-해물/생선
874FCFE46F,2,한식-육류/고기
87500B57DE,2,동남아/인도음식
875116B12A,1,떡/한과 제조
87569153FF,3,한식-육류/고기
877441E8F5,2,베이커리
87BD99FCEF,2,동남아/인도음식
87CD1EAFC6,0,백반/가정식
87D1FC164F,1,피자
87E8D36DE6,3,백반/가정식
87EDA03BF6,2,호프/맥주
87EDAB1CB3,1,호프/맥주
87F32C98C1,1,청과물
88106077FD,3,카페
88187168C9,2,한식-국수/만두
882533C9E4,0,백반/가정식
882C56DA42,2,중식당
88324FFE01,0,백반/가정식
88375A5971,2,분식
8839A42F11,1,룸살롱/단란주점
884843D6AE,0,한식-해물/생선
885A9CCE76,0,와인바
8.87E+21,2,와인바
88714937FD,0,한식-국수/만두
887F609C60,1,한식-육류/고기
8884E46F9D,0,중식당
888828B4FB,2,식료품
8894E49C2B,0,한식-육류/고기
88B36E48D9,1,룸살롱/단란주점
88D02E190E,2,일식당
88DDED98E7,0,베이커리
88E4663BB3,1,한식-단품요리일반
88E81CCBFD,2,식료품
88F30EBFE9,1,한식-냉면
890A5CC5E0,1,백반/가정식
891AEAE4A4,0,포장마차
892B53ACE9,0,백반/가정식
8934C5353C,1,백반/가정식
8939E02566,0,일식당
893B7A1CDB,3,분식
893D79E6DA,1,중식당
8941E2A3A0,0,축산물
894B24DE7E,1,한식-해물/생선
895BBD5C5B,2,카페
8960400ECA,1,베이커리
896B3E4961,0,식료품
8980D26E8D,1,백반/가정식
8985D82F2F,0,미곡상
898632E7CF,1,일식당
89D3C820E9,2,카페
89D9C04122,3,일식당
89DFC2D95C,1,백반/가정식
89E10906CA,2,중식당
89F36844AE,1,커피전문점
8A26E12861,0,한식-찌개/전골
8A38507519,2,일식당
8A4528C2DE,1,한식-국밥/설렁탕
8A5378CE22,2,커피전문점
8A9ADB6743,2,양식
8AA06764E9,0,반찬
8ABD74319E,0,룸살롱/단란주점
8ACBECB172,0,샌드위치/토스트
8ACE476158,2,호프/맥주
8ACF85E477,3,양식
8AD0AE30E8,3,한식-육류/고기
8AD6B5D807,0,치킨
8B0A9AC171,3,카페
8B132478F2,1,한식-단품요리일반
8B137D6875,0,일반 유흥주점
8B1D7FD077,0,한식-육류/고기
8B23667254,1,카페
8B4134D934,3,일반 유흥주점
8B9E003063,2,양식
8BA38E4DD1,2,일식-덮밥/돈가스
8BA83008CB,0,커피전문점
8BA8BCCA0D,3,커피전문점
8BB9732BBC,1,식료품
8BD1977593,3,치킨
8BD25C78F3,0,일식당
8BD86B08D1,1,백반/가정식
8BF6153353,1,백반/가정식
8BFD98E420,0,한식-해물/생선
8BFDD0339E,3,카페
8C0919784F,2,양식
8C29C85978,1,양식
8C3A8E3FD0,1,베이커리
8C57DE46AA,2,중식당
8C6E34858D,2,한식-단품요리일반
8C8645E2B5,0,일반 유흥주점
8C96D7ED90,2,카페
8C98E1C09B,0,피자
8CA0382A69,2,카페
8CA6B75925,2,요리주점
8CA71260B2,2,분식
8CF0FD6C6A,0,한식-해물/생선
8CF39A31E0,2,일식-샤브샤브
8D0193EAB3,3,백반/가정식
8D18C2E99F,2,카페
8D1EB6E432,3,한식-육류/고기
8D25E9227C,1,한식-해물/생선
8D2F0E9170,2,한식-단품요리일반
8D3B01376B,2,축산물
8D4E12726C,2,아이스크림/빙수
8D50B47A2E,1,미곡상
8D65C5B594,2,아이스크림/빙수
8D7C69A199,1,커피전문점
8D8246AFD2,3,아이스크림/빙수
8D93FA8AF3,2,베이커리
8DD2137D28,0,요리주점
8DDCE4944D,1,카페
8DF11B2C5A,2,양식
8DFBA8E48F,0,한식-국밥/설렁탕
8E1FCF09CD,2,분식
8E2D448FF9,1,축산물
8E3ACDFC79,2,한식-국수/만두
8E3B9888E3,2,커피전문점
8E6AC8C283,0,한식-국수/만두
8E6C738921,1,치킨
8E8B1D725E,0,한식-단품요리일반
8EA61A843E,1,아이스크림/빙수
8EAFB1D483,2,치킨
8EC31C80FF,1,백반/가정식
8ED47EF2DD,1,한식-해물/생선
8ED8FEB618,3,아이스크림/빙수
8EDC8EDB1E,1,한식-국수/만두
8EE88EAB44,3,백반/가정식
8EE981921E,1,치킨
8EF97B1238,1,일반 유흥주점
8F05244173,1,베이커리
8F1003CA95,2,분식
8F1BE98A86,3,한식-단품요리일반
8F21F5ED8C,2,일식당
8F2E3CF4D7,2,축산물
8F48DAD41C,0,호프/맥주
8F5D58EB68,2,한식-단품요리일반
8F61B3A0B2,1,식료품
8F6BDD4F8F,1,호프/맥주
8F6C066370,3,축산물
8F726BF561,2,한정식
8F7DEDE719,1,호프/맥주
8F839093AF,3,한식-육류/고기
8FD5E8CD5C,3,백반/가정식
8FF6E51D2C,2,청과물
90224EC511,1,치킨
9029249DA3,3,카페
9041A4EB80,2,카페
9042A5401C,2,카페
90644ECF42,2,카페
9070B8640F,0,한식-국밥/설렁탕
90825ECD46,2,식료품
908B8FB682,2,백반/가정식
9092940228,0,분식
90A64A1805,2,베이커리
90A718A704,0,베이커리
90AFF4E6B1,2,호프/맥주
90B44E35DE,1,한식-해물/생선
90BB88D55E,1,요리주점
90C18D7863,1,축산물
90C54E3D50,1,베이커리
90D9F5AEB2,1,와인바
9113E6AA56,0,축산물
9133ECC312,0,주류
9149125725,1,양식
91674C873A,0,한식-단품요리일반
916A68D648,0,한식-단품요리일반
9174DFCA58,0,일반 유흥주점
9192973649,2,축산물
9194148F99,1,양식
91988A5415,2,베이커리
91BC1C6D21,0,일반 유흥주점
91BD541A0F,2,호프/맥주
9215C7F055,1,한식-육류/고기
9.22E+12,3,일식당
9218EE2A57,2,카페
921F25CC9D,1,청과물
92319F9F84,3,분식
923C5B0B85,2,중식당
925AC1B723,2,백반/가정식
92615FFF8B,0,치킨
9287BD85F2,3,호프/맥주
929615BC0A,0,커피전문점
92ACC6CE0C,1,한식-국밥/설렁탕
92AE5ED1DA,2,백반/가정식
92B0D7B1BB,1,요리주점
92B5E6E8E9,2,양식
92D902E4D5,0,축산물
92FF17F070,0,한식-단품요리일반
9300D17DDE,2,한식-육류/고기
9304FF81A2,2,한식-국밥/설렁탕
9313D39511,0,농산물
9314CB7768,2,한식-육류/고기
932E799577,2,양식
932F4562E9,3,양식
933122CC60,2,분식
9345D90AE7,2,한식-단품요리일반
9350A78BD7,1,꼬치구이
935994591A,0,축산물
936ABF3C7F,0,한식-육류/고기
9371F76478,3,백반/가정식
937948A121,2,백반/가정식
9385DC7BDB,2,백반/가정식
93BD9DB8F1,2,치킨
93CECB5143,0,양식
93D9B9CC54,0,축산물
93DD2BDC37,0,한식-해물/생선
93EC04859E,3,한식-단품요리일반
93F44D89BB,0,백반/가정식
93F595E5D2,0,한식-단품요리일반
9402DC5480,1,양식
94128748C0,2,치킨
942B127362,1,백반/가정식
943BBD5F30,3,테이크아웃커피
94502BA9DC,1,카페
946258597D,2,한식-육류/고기
946BE40BF1,2,일식당
9476AD97B9,0,축산물
94795C00AE,0,중식당
94864656C3,2,한식-육류/고기
94AC53C528,0,한식-육류/고기
94B04233D8,2,한식-해물/생선
94B1AD89FE,0,백반/가정식
94C8165F35,2,백반/가정식
94D1FFE0F6,1,일식당
94F3CA422B,1,백반/가정식
950EA7A1A2,2,백반/가정식
953592B09D,3,이자카야
95697BBAEC,3,아이스크림/빙수
9592C66510,1,백반/가정식
95B2C3A482,3,아이스크림/빙수
95C390B637,3,카페
95CED9DF82,1,분식
95E0DF59CC,1,양식
95EBE36D82,1,식품 제조
96029D2561,2,일식당
9608F27C4D,1,한식-단품요리일반
9635DC4359,1,축산물
9.64E+51,2,중식당
9643B485DF,2,커피전문점
9656D883D6,0,한식-육류/고기
966680A20F,0,커피전문점
96694B7FF6,3,일식당
96728A7226,2,카페
9676184554,1,베이커리
9676392FCC,0,건어물
968834B420,1,한식-찌개/전골
969C25043A,0,베이커리
96A00BF6D0,3,베이커리
96A6277F2E,2,한식-냉면
96AD55E474,2,한식-단품요리일반
96BE5D7758,1,한식-육류/고기
96CC46E113,3,카페
9710E13DA5,0,한식-단품요리일반
972280B725,1,백반/가정식
9734D7A3A7,2,한식뷔페
9743B78531,2,양식
9748DB8705,2,담배
9749F65AAB,1,한식-단품요리일반
975338EB45,2,햄버거
97583174C1,0,포장마차
975CAF71FE,2,축산물
9763A314E7,1,한식-해물/생선
9769F49AB2,1,축산물
97852377C5,2,치킨
978A3E2554,2,백반/가정식
97BB136954,2,한식-육류/고기
97D87E3C1B,3,백반/가정식
97F13CDA75,3,일식당
97F4462B0F,3,한식-단품요리일반
97FAE8D665,2,한식-육류/고기
98320C58CB,0,호프/맥주
98356F2FBA,2,한식-해물/생선
9845793AAE,2,중식당
984E520E5D,0,일반 유흥주점
9852E1C1E8,2,한식-해물/생선
9853358A8C,1,치킨
9869644D22,1,축산물
9892E5745E,1,농산물
98ACFD8C28,2,한식-해물/생선
98BA99BFE9,0,축산물
98C0A088C7,3,농산물
98C1A0A96B,0,일식-덮밥/돈가스
98C7FA4198,3,백반/가정식
98C81699B7,0,일식-초밥/롤
98FBEBF96C,2,분식
9911CB0D95,0,카페
9918AC572D,2,베이커리
991AACE110,2,요리주점
9934EF5B85,3,한식-단품요리일반
9952AAC240,2,베이커리
995AA17CD7,1,축산물
995D6B6C92,2,카페
995EDF27A3,2,베이커리
9.97E+102,3,카페
9972114004,2,카페
99730CC7C5,0,요리주점
9977D38E3F,2,샌드위치/토스트
9978494070,2,일식당
998702EE5E,2,축산물
99973542B9,2,카페
999B6B5297,2,분식
99A8865F14,2,떡/한과 제조
99C504D739,2,아이스크림/빙수
99DD3929E7,2,한식-해물/생선
99EA6AF2C9,2,한식-육류/고기
99FF67EFD4,2,한식-육류/고기
9A012C0993,1,식료품
9A0EC55599,2,커피전문점
9A27CDDD2A,1,커피전문점
9A2D5845EB,1,한식-육류/고기
9A37DEDA8A,1,한식-감자탕
9A40BD3F2E,2,한식-단품요리일반
9A4D14C1AA,0,치킨
9A56B5D116,2,백반/가정식
9A64F9D3E4,2,양식
9A71D71270,1,식품 제조
9A750B743F,2,백반/가정식
9A9106F100,1,축산물
9A9ADB69FB,2,카페
9A9F63379E,3,한식-육류/고기
9AA2D092B7,2,아이스크림/빙수
9AB9BE98E4,2,카페
9ABB023176,2,일식당
9AC64E44C1,1,백반/가정식
9AD3FE4011,2,아이스크림/빙수
9AE54FE931,2,베이커리
9AFD0B9DFA,1,일식당
9AFEF6448B,3,카페
9B061FC959,3,치킨
9B0DD78098,3,한식-해물/생선
9B39FC5C56,2,한식-육류/고기
9B4EED47A6,2,한식-육류/고기
9B6F07D54C,3,한식-육류/고기
9B746411BA,3,백반/가정식
9B74A58D26,1,베이커리
9B75EF851F,3,식료품
9B88CEAD32,2,한식-단품요리일반
9B97EB469A,3,분식
9B9E1448A4,2,식료품
9BA9EBEA37,2,한식-육류/고기
9BF052D283,3,식료품
9C1036E322,2,일식-덮밥/돈가스
9C19A99FAE,3,일반 유흥주점
9C2549FF31,1,농산물
9C3495D73F,0,도시락
9C38AF2E2C,2,한식-죽
9C3EC0EDDC,2,카페
9C542A99A9,2,치킨
9C580867E4,1,축산물
9C5E0BDC5F,1,농산물
9C602C8E96,0,요리주점
9C94746856,1,치킨
9CAEFAC424,0,한식-육류/고기
9CC514117B,0,한식-찌개/전골
9CD0B652B8,1,인삼제품
9CD4728087,1,한식-육류/고기
9CF8A5D7BA,3,한식-육류/고기
9D085B6A2F,0,백반/가정식
9D1FE7C12C,0,식료품
9D2AB94FB8,1,한식-육류/고기
9D2CF29F75,1,일반 유흥주점
9D2DDAAB87,1,백반/가정식
9D2E924E3E,2,동남아/인도음식
9D343EC3C4,1,식품 제조
9D398728FE,3,한식-단품요리일반
9D63C0B760,3,양식
9D72F83B30,1,농산물
9D837FF7F3,2,한식-육류/고기
9DA9844737,3,커피전문점
9DB54B4166,2,한식-육류/고기
9DB801DF04,1,포장마차
9DB8C036CD,1,포장마차
9DBBC0BC17,2,커피전문점
9DE30019C9,2,커피전문점
9DE5AC9FFD,0,커피전문점
9DF1B9E016,2,베이커리
9DFF61DC0F,2,일식당
9E02C6BC7C,2,일반 유흥주점
9E0BA26F39,0,한식-해물/생선
9E161EE38E,3,동남아/인도음식
9E1B58CB83,1,한식-단품요리일반
9E2D544C88,2,포장마차
9E304D405E,1,일식당
9E3A686B70,3,베이커리
9E3D0E7F50,3,동남아/인도음식
9E3E2C654F,2,커피전문점
9E4161542A,1,식료품
9E60F0517D,2,반찬
9E656CB539,3,축산물
9E719E496C,2,카페
9ED42062FD,0,카페
9EE29A7918,0,수산물
9F05CCB29C,2,농산물
9F081EE339,0,호프/맥주
9F2544F7AA,2,피자
9F2719B624,1,요리주점
9F35038F41,3,일식-샤브샤브
9F3DC019F2,0,한정식
9F42371A46,2,커피전문점
9F5031D2E1,3,일반 유흥주점
9F524F74CC,1,한식-해물/생선
9F5EE1AC15,1,치킨
9F71F05B15,2,한식-단품요리일반
9F7E6E0B21,0,카페
9F920B9CA9,0,베이커리
9FA86D6876,3,한식-국수/만두
9FBE5BF7CF,1,커피전문점
9FE4CA2E40,2,중식당
9FF4B1EA10,3,일식당
9FF6A227B7,1,한식-단품요리일반
9FF9872DBD,0,치킨
9FFE31B3A0,2,꼬치구이
A026B58660,1,양식
A03C9ACB92,3,한식-육류/고기
A05282EFE7,3,식료품
A0615EE5D9,2,한식-단품요리일반
A08E13694C,0,백반/가정식
A0995D635E,1,축산물
A0A1FF8F0B,3,카페
A0BBC6838F,1,축산물
A0C37B29DA,1,축산물
A0CE4F5DE8,1,식료품
A0EB1A75A7,1,한식-단품요리일반
A0ECC5DBE5,3,샌드위치/토스트
A0EDA785C0,0,요리주점
A0F7C57228,2,한식-해물/생선
A0FFF7EBFF,1,일식당
A107D94EC1,1,호프/맥주
A117CDA53E,2,한식-단품요리일반
A149A462C3,3,아이스크림/빙수
A153724F2C,2,일반 유흥주점
A1546D188A,1,한식-육류/고기
A162796238,0,한식-육류/고기
A17BCB86AE,0,한식-육류/고기
A1886B3C8E,1,카페
A194A2CDE5,1,농산물
A1A28A186C,3,일반 유흥주점
A1A793329B,1,샌드위치/토스트
A1B1D7C33E,3,일식-덮밥/돈가스
A1B826773C,1,축산물
A1DD765AC4,3,한식-찌개/전골
A1EFA7F3A4,1,반찬
A1FFD25FC7,2,한식-육류/고기
A23C892A48,3,수산물
A242CDED34,3,한식-육류/고기
A248404D2E,1,이자카야
A256E0BDFC,1,한식-육류/고기
A294998B2B,0,분식
A2974AB3F0,1,축산물
A29B6BBC99,3,양식
A2A41AAC50,0,카페
A2BE23B78B,2,주류
A2C52B6B6A,2,한식-단품요리일반
A2D9C941A9,0,커피전문점
A2DEC8B8B8,0,식료품
A2E3C22A56,0,한식-국밥/설렁탕
A2ECEC9C8C,3,축산물
A2F31AB139,3,한식-단품요리일반
A306307EAE,2,백반/가정식
A317F15BD9,1,한식-단품요리일반
A31F4B0838,1,와인바
A3298F3389,3,백반/가정식
A33442D657,1,카페
A3550D0BEC,2,일식-덮밥/돈가스
A35823D681,2,베이커리
A364FF986F,3,일반 유흥주점
A3729FF322,2,한식-해물/생선
A3801B70AE,3,분식
A40A42D539,1,백반/가정식
A412739857,3,카페
A41AFFA748,2,한식-육류/고기
A42F386CE4,2,포장마차
A4369EE806,1,반찬
A43C78D6AE,0,백반/가정식
A43D9F5A0D,0,베이커리
A4554B2296,2,한식-육류/고기
A462C0C36E,1,식료품
A479497AF2,2,일식-우동/소바/라면
A4A1BC46DF,2,카페
A4A6A57812,0,한식-육류/고기
A4B6E8F2A9,3,농산물
A4B767188E,0,한식-해물/생선
A4B8D9B260,3,이자카야
A4CF81DD03,2,한식-육류/고기
A4D5BDDEDF,2,백반/가정식
A4FE771AB2,2,호프/맥주
A50A5265C1,2,카페
A523C21333,0,일반 유흥주점
A5252A18CF,1,축산물
A54A81ABB2,2,한식-냉면
A54C5C9D46,0,백반/가정식
A55F21CAF1,1,백반/가정식
A5655985BD,2,백반/가정식
A565901532,2,베이커리
A5905A359E,1,피자
A5BF54D22B,0,인삼제품
A5C5B7E719,0,반찬
A5D4128C49,2,한식-단품요리일반
A5DA4E1003,2,양식
A5DC44A844,0,카페
A5FE1B0CC9,0,한식-단품요리일반
A60B207360,2,한식-국수/만두
A61BA685E8,0,한식-해물/생선
A62225962A,2,피자
A6277E8E47,1,축산물
A6324E2F43,0,한식-단품요리일반
A65F31C273,2,아이스크림/빙수
A66BAF7A4E,2,일식당
A66E664F52,0,한식-단품요리일반
A690F78364,1,수산물
A6964F8879,1,축산물
A69C8FE49A,3,일식-샤브샤브
A6A47A48A2,3,양식
A6BE3DEBC5,1,일식당
A6CA3DD492,1,주류
A6D6C995BD,3,백반/가정식
A6EA097570,1,요리주점
A6EB992C6A,3,청과물
A6EDA7FB67,2,떡/한과 제조
A6FFB4295C,2,백반/가정식
A72A1DD952,1,베이커리
A730AA5039,1,햄버거
A7429A4A77,1,축산물
A75CE5A018,0,축산물
A776C445D3,3,햄버거
A787679642,1,카페
A7882F4EF8,2,치킨
A78C867800,3,중식당
A7B5BBED77,3,한식-국수/만두
A7BC78E695,2,카페
A7C2307794,2,한식-두부요리
A7C2991F57,3,일식-덮밥/돈가스
A7CC40BE1E,2,한식-해물/생선
A7CC582C60,0,베이커리
A7D92FCCC6,2,한식-단품요리일반
A7E8121B70,0,분식
A7F9CAA110,0,한식-육류/고기
A806AFD650,3,베이커리
A8288C7C45,2,이자카야
A849839BC8,1,축산물
A864979D3D,1,양식
A869CB21ED,0,한식-육류/고기
A8709C1FC5,0,축산물
A882497D4A,1,식품 제조
A88840BB81,0,한식뷔페
A88E00AF74,2,베이커리
A8934A6565,2,분식
A89BEC57A0,0,커피전문점
A8A809016A,1,카페
A8B5572DE8,0,백반/가정식
A8D93F0376,2,식료품
A8F5102FC7,2,백반/가정식
A902A53272,2,분식
A92168F09C,0,분식
A9242223C7,0,포장마차
A92743CA52,1,카페
A93F318601,0,요리주점
A973A20431,2,양식
A9897F7C55,3,주스
A9A709201B,0,햄버거
A9B8207363,1,카페
A9C97F11F5,1,한식-단품요리일반
A9E4FFF531,2,한식-국수/만두
